epoch,accuracy,loss,val_accuracy,val_loss
0,0.930989146232605,0.17065538465976715,0.9430857300758362,0.13941508531570435
1,0.9504985213279724,0.11812537908554077,0.9443438053131104,0.13980431854724884
2,0.9560213685035706,0.10103554278612137,0.9437651038169861,0.1422494351863861
3,0.9594873189926147,0.09135080128908157,0.9434254169464111,0.1497146189212799
